"goods_nomenclature_sid","goods_nomenclature_item_id","producline_suffix","validity_start_date","validity_end_date","description","number_indents","goods_nomenclature_description_period_sid","desc_validity_start_date","desc_validity_end_date","nice_description","hs_chapter","hs_section","node","leaf","significant_digits"
95316,"0303813000","80","2012-01-01 00:00:00",NULL,"Porbeagle shark (Lamna nasus)",3,122396,"2014-01-01 00:00:00",NULL," - - - Porbeagle shark (Lamna nasus)","03",1,"03038130","1",8
100616,"0303814000","80","2017-01-01 00:00:00",NULL,"Blue shark (Prionace glauca)",3,137969,"2017-01-01 00:00:00",NULL," - - - Blue shark (Prionace glauca)","03",1,"03038140","1",8
94816,"0303819000","80","2012-01-01 00:00:00",NULL,"Other",3,143904,"2018-01-01 00:00:00",NULL," - - - Other","03",1,"03038190","1",8
94820,"0303820000","80","2012-01-01 00:00:00",NULL,"Rays and skates (Rajidae)",2,143905,"2018-01-01 00:00:00",NULL," - - Rays and skates (Rajidae)","03",1,"030382","1",6
94166,"0303830000","80","2012-01-01 00:00:00",NULL,"Toothfish (Dissostichus spp.)",2,140249,"2017-01-01 00:00:00",NULL," - - Toothfish (Dissostichus spp.)","03",1,"030383","1",6
94817,"0303840000","80","2012-01-01 00:00:00",NULL,"Sea bass (Dicentrarchus spp.)",2,140250,"2017-01-01 00:00:00",NULL," - - Sea bass (Dicentrarchus spp.)","03",1,"030384","0",6
94818,"0303841000","80","2012-01-01 00:00:00",NULL,"European sea bass (Dicentrarchus labrax)",3,143906,"2018-01-01 00:00:00",NULL," - - - European sea bass (Dicentrarchus labrax)","03",1,"03038410","1",8
94819,"0303849000","80","2012-01-01 00:00:00",NULL,"Other",3,143907,"2018-01-01 00:00:00",NULL," - - - Other","03",1,"03038490","1",8
94821,"0303890000","80","2012-01-01 00:00:00",NULL,"Other",2,143908,"2018-01-01 00:00:00",NULL," - - Other","03",1,"030389","0",6
94822,"0303891000","80","2012-01-01 00:00:00",NULL,"Freshwater fish",3,122404,"2014-01-01 00:00:00",NULL," - - - Freshwater fish","03",1,"03038910","1",8
94823,"0303892100","10","2012-01-01 00:00:00",NULL,"Other",3,143909,"2018-01-01 00:00:00",NULL," - - - Other","03",1,"03038921","0",8
94824,"0303892100","20","2012-01-01 00:00:00",NULL,"Fish of the genus Euthynnus, other than the skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis) mentioned in subheading|0303|43|and other than Kawakawa (Euthynnus affinis) mentioned in subheading 0303|59",4,147519,"2019-01-01 00:00:00",NULL," - - - - Fish of the genus Euthynnus, other than the skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis) mentioned in subheading|0303|43|and other than Kawakawa (Euthynnus affinis) mentioned in subheading 0303|59","03",1,"03038921","0",8
94825,"0303892100","80","2012-01-01 00:00:00",NULL,"For the industrial manufacture of products of heading|1604",5,122407,"2014-01-01 00:00:00",NULL," - - - - - For the industrial manufacture of products of heading|1604","03",1,"03038921","1",8
94826,"0303892900","80","2012-01-01 00:00:00",NULL,"Other",5,147520,"2019-01-01 00:00:00",NULL," - - - - - Other","03",1,"03038929","1",8
94827,"0303893100","10","2012-01-01 00:00:00",NULL,"Redfish (Sebastes spp.)",4,140252,"2017-01-01 00:00:00",NULL," - - - - Redfish (Sebastes spp.)","03",1,"03038931","0",8
94828,"0303893100","80","2012-01-01 00:00:00",NULL,"Of the species Sebastes marinus",5,143912,"2018-01-01 00:00:00",NULL," - - - - - Of the species Sebastes marinus","03",1,"03038931","1",8
94829,"0303893900","80","2012-01-01 00:00:00",NULL,"Other",5,143913,"2018-01-01 00:00:00",NULL," - - - - - Other","03",1,"03038939","0",8
94830,"0303893910","80","2012-01-01 00:00:00",NULL,"Of the species Sebastes mentella",6,117104,"2012-01-01 00:00:00",NULL," - - - - - - Of the species Sebastes mentella","03",1,"0303893910","1",10
94831,"0303893990","80","2012-01-01 00:00:00",NULL,"Other",6,117105,"2012-01-01 00:00:00",NULL," - - - - - - Other","03",1,"0303893990","1",10
94920,"0303894000","80","2012-01-01 00:00:00",NULL,"Fish of the species Orcynopsis unicolor",4,143914,"2018-01-01 00:00:00",NULL," - - - - Fish of the species Orcynopsis unicolor","03",1,"03038940","1",8
94929,"0303895000","80","2012-01-01 00:00:00",NULL,"Sea bream (Dentex dentex, Pagellus spp.)",4,143915,"2018-01-01 00:00:00",NULL," - - - - Sea bream (Dentex dentex, Pagellus spp.)","03",1,"03038950","1",8
94930,"0303895500","80","2012-01-01 00:00:00",NULL,"Gilt-head sea bream (Sparus aurata)",4,122415,"2014-01-01 00:00:00",NULL," - - - - Gilt-head sea bream (Sparus aurata)","03",1,"03038955","1",8
94931,"0303896000","80","2012-01-01 00:00:00",NULL,"Ray's bream (Brama spp.)",4,143916,"2018-01-01 00:00:00",NULL," - - - - Ray's bream (Brama spp.)","03",1,"03038960","1",8
94938,"0303896500","80","2012-01-01 00:00:00",NULL,"Monkfish (Lophius spp.)",4,140255,"2017-01-01 00:00:00",NULL," - - - - Monkfish (Lophius spp.)","03",1,"03038965","1",8
94939,"0303897000","80","2012-01-01 00:00:00",NULL,"Pink cusk-eel (Genypterus blacodes)",4,140256,"2017-01-01 00:00:00",NULL," - - - - Pink cusk-eel (Genypterus blacodes)","03",1,"03038970","0",8
94940,"0303897010","80","2012-01-01 00:00:00",NULL,"For processing",5,117214,"2012-01-01 00:00:00",NULL," - - - - - For processing","03",1,"0303897010","1",10
94941,"0303897090","80","2012-01-01 00:00:00",NULL,"Other",5,117215,"2012-01-01 00:00:00",NULL," - - - - - Other","03",1,"0303897090","1",10
94942,"0303899000","80","2012-01-01 00:00:00",NULL,"Other",4,122419,"2014-01-01 00:00:00",NULL," - - - - Other","03",1,"03038990","0",8
94943,"0303899010","80","2012-01-01 00:00:00",NULL,"Fish of the species Kathetostoma giganteum",5,117217,"2012-01-01 00:00:00",NULL," - - - - - Fish of the species Kathetostoma giganteum","03",1,"0303899010","1",10
94944,"0303899020","80","2012-01-01 00:00:00",NULL,"Bogue (Boops boops)",5,117218,"2012-01-01 00:00:00",NULL," - - - - - Bogue (Boops boops)","03",1,"0303899020","1",10
99902,"0303899030","80","2016-01-01 00:00:00",NULL,"Pink cusk-eel (Genypterus capensis) for processing",5,137203,"2016-01-01 00:00:00",NULL," - - - - - Pink cusk-eel (Genypterus capensis) for processing","03",1,"0303899030","1",10
94945,"0303899090","80","2012-01-01 00:00:00",NULL,"Other",5,117219,"2012-01-01 00:00:00",NULL," - - - - - Other","03",1,"0303899090","1",10
100617,"0303910000","10","2017-01-01 00:00:00",NULL,"Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal",1,147521,"2019-01-01 00:00:00",NULL," - Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal","03",1,"030391","0",6
100618,"0303910000","80","2017-01-01 00:00:00",NULL,"Livers, roes and milt",2,137972,"2017-01-01 00:00:00",NULL," - - Livers, roes and milt","03",1,"030391","0",6
100619,"0303911000","80","2017-01-01 00:00:00",NULL,"Hard and soft roes for the manufacture of deoxyribonucleic acid or protamine sulphate",3,147522,"2019-01-01 00:00:00",NULL," - - - Hard and soft roes for the manufacture of deoxyribonucleic acid or protamine sulphate","03",1,"03039110","1",8
100620,"0303919000","80","2017-01-01 00:00:00",NULL,"Other",3,137974,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03039190","0",8
100623,"0303919010","80","2017-01-01 00:00:00",NULL,"Of Atlantic bigeye tuna (Thunnus obesus)",4,137977,"2017-01-01 00:00:00",NULL," - - - - Of Atlantic bigeye tuna (Thunnus obesus)","03",1,"0303919010","1",10
100624,"0303919020","80","2017-01-01 00:00:00",NULL,"Of herring (Clupea harengus, Clupea pallasii)",4,137978,"2017-01-01 00:00:00",NULL," - - - - Of herring (Clupea harengus, Clupea pallasii)","03",1,"0303919020","1",10
100625,"0303919091","10","2017-01-01 00:00:00",NULL,"Other",4,137979,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"0303919091","0",10
100626,"0303919091","80","2017-01-01 00:00:00",NULL,"Hard fish roes enclosed in the ovarian membrane for processing",5,147683,"2019-01-01 00:00:00",NULL," - - - - - Hard fish roes enclosed in the ovarian membrane for processing","03",1,"0303919091","1",10
100627,"0303919099","80","2017-01-01 00:00:00",NULL,"Other",5,137981,"2017-01-01 00:00:00",NULL," - - - - - Other","03",1,"0303919099","1",10
100621,"0303920000","80","2017-01-01 00:00:00",NULL,"Shark fins",2,147523,"2019-01-01 00:00:00",NULL," - - Shark fins","03",1,"030392","1",6
100622,"0303990000","80","2017-01-01 00:00:00",NULL,"Other",2,137976,"2017-01-01 00:00:00",NULL," - - Other","03",1,"030399","0",6
103073,"0303990010","80","2017-01-01 00:00:00",NULL,"Sockeye salmon (red salmon) (Oncorhynchus nerka)",3,142953,"2017-01-01 00:00:00",NULL," - - - Sockeye salmon (red salmon) (Oncorhynchus nerka)","03",1,"0303990010","1",10
103081,"0303990015","80","2017-01-01 00:00:00",NULL,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",3,142961,"2017-01-01 00:00:00",NULL," - - - Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)","03",1,"0303990015","1",10
103082,"0303990020","80","2017-01-01 00:00:00",NULL,"Atlantic salmon (Salmo salar)",3,142962,"2017-01-01 00:00:00",NULL," - - - Atlantic salmon (Salmo salar)","03",1,"0303990020","1",10
103083,"0303990025","80","2017-01-01 00:00:00",NULL,"Danube salmon (Hucho hucho)",3,142963,"2017-01-01 00:00:00",NULL," - - - Danube salmon (Hucho hucho)","03",1,"0303990025","1",10
103084,"0303990030","80","2017-01-01 00:00:00",NULL,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",3,142964,"2017-01-01 00:00:00",NULL," - - - Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","03",1,"0303990030","1",10
103085,"0303990035","80","2017-01-01 00:00:00",NULL,"Other salmonidae",3,142965,"2017-01-01 00:00:00",NULL," - - - Other salmonidae","03",1,"0303990035","1",10
103086,"0303990040","10","2017-01-01 00:00:00",NULL,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",3,142966,"2017-01-01 00:00:00",NULL," - - - Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","03",1,"0303990040","0",10
103087,"0303990040","80","2017-01-01 00:00:00",NULL,"Of the species Scomber scombrus or Scomber japonicus",4,142967,"2017-01-01 00:00:00",NULL," - - - - Of the species Scomber scombrus or Scomber japonicus","03",1,"0303990040","1",10
103088,"0303990045","80","2017-01-01 00:00:00",NULL,"Of the species Scomber australasicus",4,142968,"2017-01-01 00:00:00",NULL," - - - - Of the species Scomber australasicus","03",1,"0303990045","1",10
103077,"0303990050","80","2017-01-01 00:00:00",NULL,"Lesser or Greenland halibut (Reinhardtius hippoglossoides)",3,142957,"2017-01-01 00:00:00",NULL," - - - Lesser or Greenland halibut (Reinhardtius hippoglossoides)","03",1,"0303990050","1",10
103089,"0303990055","80","2017-01-01 00:00:00",NULL,"Pacific halibut (Hippoglossus stenolepis)",3,142969,"2017-01-01 00:00:00",NULL," - - - Pacific halibut (Hippoglossus stenolepis)","03",1,"0303990055","1",10
103078,"0303990060","80","2017-01-01 00:00:00",NULL,"Atlantic halibut (Hippoglossus hippoglossus)",3,142958,"2017-01-01 00:00:00",NULL," - - - Atlantic halibut (Hippoglossus hippoglossus)","03",1,"0303990060","1",10
103090,"0303990065","80","2017-01-01 00:00:00",NULL,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",3,142970,"2017-01-01 00:00:00",NULL," - - - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","03",1,"0303990065","1",10
103091,"0303990070","80","2017-01-01 00:00:00",NULL,"Polar cod (Boreogadus saida)",3,142971,"2017-01-01 00:00:00",NULL," - - - Polar cod (Boreogadus saida)","03",1,"0303990070","1",10
103080,"0303990075","80","2017-01-01 00:00:00",NULL,"Herrings (Clupea harengus, Clupea pallasii)",3,142960,"2017-01-01 00:00:00",NULL," - - - Herrings (Clupea harengus, Clupea pallasii)","03",1,"0303990075","1",10
103092,"0303990080","80","2017-01-01 00:00:00",NULL,"Redfish (Sebastes spp.)",3,142972,"2017-01-01 00:00:00",NULL," - - - Redfish (Sebastes spp.)","03",1,"0303990080","1",10
103093,"0303990085","80","2017-01-01 00:00:00",NULL,"Gilt-head sea bream (Sparus aurata)",3,142973,"2017-01-01 00:00:00",NULL," - - - Gilt-head sea bream (Sparus aurata)","03",1,"0303990085","1",10
103096,"0303990087","80","2017-01-01 00:00:00",NULL,"Haddock (Melanogrammus aeglefinus)",3,142976,"2017-01-01 00:00:00",NULL," - - - Haddock (Melanogrammus aeglefinus)","03",1,"0303990087","1",10
103097,"0303990089","80","2017-01-01 00:00:00",NULL,"Coalfish (Pollachius virens)",3,142977,"2017-01-01 00:00:00",NULL," - - - Coalfish (Pollachius virens)","03",1,"0303990089","1",10
103094,"0303990095","80","2017-01-01 00:00:00",NULL,"Rays and skates (Rajidae)",3,142974,"2017-01-01 00:00:00",NULL," - - - Rays and skates (Rajidae)","03",1,"0303990095","1",10
103095,"0303990099","80","2017-01-01 00:00:00",NULL,"Other",3,142975,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"0303990099","1",10
28812,"0304000000","80","1972-01-01 00:00:00",NULL,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",0,140257,"2017-01-01 00:00:00",NULL," Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen","03",1,"0304","0",4
94957,"0304310000","10","2012-01-01 00:00:00",NULL,"Fresh or chilled fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",1,147524,"2019-01-01 00:00:00",NULL," - Fresh or chilled fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","03",1,"030431","0",6
94958,"0304310000","80","2012-01-01 00:00:00",NULL,"Tilapias (Oreochromis spp.)",2,137983,"2017-01-01 00:00:00",NULL," - - Tilapias (Oreochromis spp.)","03",1,"030431","1",6
94959,"0304320000","80","2012-01-01 00:00:00",NULL,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",2,143919,"2018-01-01 00:00:00",NULL," - - Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","03",1,"030432","0",6
94960,"0304320010","80","2012-01-01 00:00:00",NULL,"Pangasius (Pangasius|spp.)",3,117234,"2012-01-01 00:00:00",NULL," - - - Pangasius (Pangasius|spp.)","03",1,"0304320010","1",10
94961,"0304320090","80","2012-01-01 00:00:00",NULL,"Other",3,117235,"2012-01-01 00:00:00",NULL," - - - Other","03",1,"0304320090","1",10
94962,"0304330000","80","2012-01-01 00:00:00",NULL,"Nile perch (Lates niloticus)",2,122426,"2014-01-01 00:00:00",NULL," - - Nile perch (Lates niloticus)","03",1,"030433","1",6
94964,"0304390000","80","2012-01-01 00:00:00",NULL,"Other",2,122427,"2014-01-01 00:00:00",NULL," - - Other","03",1,"030439","0",6
94965,"0304390010","80","2012-01-01 00:00:00",NULL,"Eels (Anguilla|spp.)",3,117239,"2012-01-01 00:00:00",NULL," - - - Eels (Anguilla|spp.)","03",1,"0304390010","1",10
94966,"0304390020","80","2012-01-01 00:00:00",NULL,"Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)",3,117240,"2012-01-01 00:00:00",NULL," - - - Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)","03",1,"0304390020","1",10
94967,"0304390090","80","2012-01-01 00:00:00",NULL,"Other",3,117241,"2012-01-01 00:00:00",NULL," - - - Other","03",1,"0304390090","1",10
95029,"0304410000","10","2012-01-01 00:00:00",NULL,"Fresh or chilled fillets of other fish",1,140259,"2017-01-01 00:00:00",NULL," - Fresh or chilled fillets of other fish","03",1,"030441","0",6
95030,"0304410000","80","2012-01-01 00:00:00",NULL,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",2,147525,"2019-01-01 00:00:00",NULL," - - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","03",1,"030441","0",6
95031,"0304410010","80","2012-01-01 00:00:00",NULL,"Atlantic salmon (Salmo salar)",3,117305,"2012-01-01 00:00:00",NULL," - - - Atlantic salmon (Salmo salar)","03",1,"0304410010","1",10
95032,"0304410090","80","2012-01-01 00:00:00",NULL,"Other",3,117306,"2012-01-01 00:00:00",NULL," - - - Other","03",1,"0304410090","1",10
95111,"0304420000","80","2012-01-01 00:00:00",NULL,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",2,147526,"2019-01-01 00:00:00",NULL," - - Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","03",1,"030442","0",6
95112,"0304421000","80","2012-01-01 00:00:00",NULL,"Of the species Oncorhynchus mykiss, weighing more than 400|g each",3,143920,"2018-01-01 00:00:00",NULL," - - - Of the species Oncorhynchus mykiss, weighing more than 400|g each","03",1,"03044210","1",8
95113,"0304425000","80","2012-01-01 00:00:00",NULL,"Of the species Oncorhynchus apache or Oncorhynchus chrysogaster",3,143921,"2018-01-01 00:00:00",NULL," - - - Of the species Oncorhynchus apache or Oncorhynchus chrysogaster","03",1,"03044250","1",8
95114,"0304429000","80","2012-01-01 00:00:00",NULL,"Other",3,122433,"2014-01-01 00:00:00",NULL," - - - Other","03",1,"03044290","0",8
95115,"0304429010","80","2012-01-01 00:00:00",NULL,"Of the species Oncorhynchus mykiss",4,117389,"2012-01-01 00:00:00",NULL," - - - - Of the species Oncorhynchus mykiss","03",1,"0304429010","1",10
95116,"0304429090","80","2012-01-01 00:00:00",NULL,"Other",4,117390,"2012-01-01 00:00:00",NULL," - - - - Other","03",1,"0304429090","1",10
95117,"0304430000","80","2012-01-01 00:00:00",NULL,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",2,140262,"2017-01-01 00:00:00",NULL," - - Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)","03",1,"030443","0",6
95125,"0304430010","80","2012-01-01 00:00:00",NULL,"Of lesser or Greenland halibut (Reinhardtius hippoglossoides) and of Atlantic halibut (Hippoglossus hippoglossus)",3,117399,"2012-01-01 00:00:00",NULL," - - - Of lesser or Greenland halibut (Reinhardtius hippoglossoides) and of Atlantic halibut (Hippoglossus hippoglossus)","03",1,"0304430010","1",10
95140,"0304430090","80","2012-01-01 00:00:00",NULL,"Other",3,117414,"2012-01-01 00:00:00",NULL," - - - Other","03",1,"0304430090","1",10
95118,"0304440000","80","2012-01-01 00:00:00",NULL,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",2,135057,"2015-01-01 00:00:00",NULL," - - Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","03",1,"030444","0",6
95119,"0304441000","80","2012-01-01 00:00:00",NULL,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) and Polar cod (Boreogadus saida)",3,147527,"2019-01-01 00:00:00",NULL," - - - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) and Polar cod (Boreogadus saida)","03",1,"03044410","0",8
95120,"0304441010","80","2012-01-01 00:00:00",NULL,"Of the species Gadus morhua",4,117394,"2012-01-01 00:00:00",NULL," - - - - Of the species Gadus morhua","03",1,"0304441010","1",10
95121,"0304441090","80","2012-01-01 00:00:00",NULL,"Other",4,117395,"2012-01-01 00:00:00",NULL," - - - - Other","03",1,"0304441090","1",10
95122,"0304443000","80","2012-01-01 00:00:00",NULL,"Coalfish (Pollachius virens)",3,122437,"2014-01-01 00:00:00",NULL," - - - Coalfish (Pollachius virens)","03",1,"03044430","1",8
95123,"0304449000","80","2012-01-01 00:00:00",NULL,"Other",3,122438,"2014-01-01 00:00:00",NULL," - - - Other","03",1,"03044490","0",8
95124,"0304449010","80","2012-01-01 00:00:00",NULL,"Haddock (Melanogrammus aeglefinus)",4,117398,"2012-01-01 00:00:00",NULL," - - - - Haddock (Melanogrammus aeglefinus)","03",1,"0304449010","1",10
95139,"0304449090","80","2012-01-01 00:00:00",NULL,"Other",4,117413,"2012-01-01 00:00:00",NULL," - - - - Other","03",1,"0304449090","1",10
95033,"0304450000","80","2012-01-01 00:00:00",NULL,"Swordfish (Xiphias gladius)",2,122439,"2014-01-01 00:00:00",NULL," - - Swordfish (Xiphias gladius)","03",1,"030445","1",6
95034,"0304460000","80","2012-01-01 00:00:00",NULL,"Toothfish (Dissostichus spp.)",2,140263,"2017-01-01 00:00:00",NULL," - - Toothfish (Dissostichus spp.)","03",1,"030446","1",6
100628,"0304470000","80","2017-01-01 00:00:00",NULL,"Dogfish and other sharks",2,137984,"2017-01-01 00:00:00",NULL," - - Dogfish and other sharks","03",1,"030447","0",6
100629,"0304471000","80","2017-01-01 00:00:00",NULL,"Piked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)",3,147528,"2019-01-01 00:00:00",NULL," - - - Piked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)","03",1,"03044710","1",8
100630,"0304472000","80","2017-01-01 00:00:00",NULL,"Porbeagle shark (Lamna nasus)",3,137986,"2017-01-01 00:00:00",NULL," - - - Porbeagle shark (Lamna nasus)","03",1,"03044720","1",8
100631,"0304473000","80","2017-01-01 00:00:00",NULL,"Blue shark (Prionace glauca)",3,137987,"2017-01-01 00:00:00",NULL," - - - Blue shark (Prionace glauca)","03",1,"03044730","1",8
100632,"0304479000","80","2017-01-01 00:00:00",NULL,"Other",3,137988,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03044790","1",8
100633,"0304480000","80","2017-01-01 00:00:00",NULL,"Rays and skates (Rajidae)",2,143922,"2018-01-01 00:00:00",NULL," - - Rays and skates (Rajidae)","03",1,"030448","1",6
95126,"0304490000","80","2012-01-01 00:00:00",NULL,"Other",2,122441,"2014-01-01 00:00:00",NULL," - - Other","03",1,"030449","0",6
95127,"0304491000","80","2012-01-01 00:00:00",NULL,"Freshwater fish",3,122442,"2014-01-01 00:00:00",NULL," - - - Freshwater fish","03",1,"03044910","1",8
95128,"0304495000","10","2012-01-01 00:00:00",NULL,"Other",3,122443,"2014-01-01 00:00:00",NULL," - - - Other","03",1,"03044950","0",8
95129,"0304495000","80","2012-01-01 00:00:00",NULL,"Redfish (Sebastes spp.)",4,140264,"2017-01-01 00:00:00",NULL," - - - - Redfish (Sebastes spp.)","03",1,"03044950","1",8
95130,"0304499000","80","2012-01-01 00:00:00",NULL,"Other",4,122445,"2014-01-01 00:00:00",NULL," - - - - Other","03",1,"03044990","0",8
95131,"0304499010","80","2012-01-01 00:00:00",NULL,"Herrings",5,117405,"2012-01-01 00:00:00",NULL," - - - - - Herrings","03",1,"0304499010","1",10
95132,"0304499020","80","2012-01-01 00:00:00",NULL,"Mackerel",5,117406,"2012-01-01 00:00:00",NULL," - - - - - Mackerel","03",1,"0304499020","1",10
95133,"0304499030","80","2012-01-01 00:00:00",NULL,"Bluefin tunas (Thunnus thynnus)",5,117407,"2012-01-01 00:00:00",NULL," - - - - - Bluefin tunas (Thunnus thynnus)","03",1,"0304499030","1",10
95134,"0304499040","80","2012-01-01 00:00:00",NULL,"Atlantic bigeye tuna (Thunnus obesus)",5,117408,"2012-01-01 00:00:00",NULL," - - - - - Atlantic bigeye tuna (Thunnus obesus)","03",1,"0304499040","1",10
95135,"0304499050","80","2012-01-01 00:00:00",NULL,"Gilt-head sea bream (Sparus aurata)",5,117409,"2012-01-01 00:00:00",NULL," - - - - - Gilt-head sea bream (Sparus aurata)","03",1,"0304499050","1",10
95136,"0304499060","80","2012-01-01 00:00:00",NULL,"Sea bream (Dentex dentex and Pagellus|spp.)",5,117410,"2012-01-01 00:00:00",NULL," - - - - - Sea bream (Dentex dentex and Pagellus|spp.)","03",1,"0304499060","1",10
95137,"0304499070","80","2012-01-01 00:00:00",NULL,"European sea bass (Dicentrarchus labrax)",5,117411,"2012-01-01 00:00:00",NULL," - - - - - European sea bass (Dicentrarchus labrax)","03",1,"0304499070","1",10
95138,"0304499090","80","2012-01-01 00:00:00",NULL,"Other",5,117412,"2012-01-01 00:00:00",NULL," - - - - - Other","03",1,"0304499090","1",10
95144,"0304510000","10","2012-01-01 00:00:00",NULL,"Other, fresh or chilled",1,140265,"2017-01-01 00:00:00",NULL," - Other, fresh or chilled","03",1,"030451","0",6
95172,"0304510000","80","2012-01-01 00:00:00",NULL,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",2,147529,"2019-01-01 00:00:00",NULL," - - Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","03",1,"030451","0",6
95177,"0304510010","80","2012-01-01 00:00:00",NULL,"Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)",3,117451,"2012-01-01 00:00:00",NULL," - - - Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)","03",1,"0304510010","1",10
